listing_title,listing_category,short_description,description,website,phone,fax,email,listing_tags,address,zip_code,username,sequence_id
Building Blocks,Clinics & Services;Autism Support Groups and Organizations;Children and Youth with Disabilities,Autism Support Groups and Organizations · Children and Youth with Disabilities,"Address: Ottawa, ON
Phone: Elaine Bissonnette 613-722-4374
Email: ebissonn@magma.ca
Website: http://ebbuildingblocks.ca/
Contacts: Lynda-Marie Trifilette - Facilitator
Leadership: Elaine Bissonnette - Behavioural Consultant
Hours: Irregular, call for more details
Eligibility: Families with teenagers 13-years, diagnosed with Autism Spectrum Disorder, Asperger's, Attention-deficit Hyperactivity Disorder (ADHD) or other related exceptionalities, who experience difficulties with communication, social reciprocity, self awareness, self regulation and perspective taking
How to access / refer: Call the Intake Coordinator or visit the website for the registration form
Fees: Set fees
Languages: English
Service area: Ottawa (City of)
Last verified: 2026-06-04",http://ebbuildingblocks.ca/,Elaine Bissonnette 613-722-4374,,ebissonn@magma.ca,Autism Support Groups and Organizations;Children and Youth with Disabilities;English;Ottawa,"Ottawa, ON",,Sana,opc-service-210847
Burn Camp for Kids in Ontario - Camp BUCKO,"Clinics & Services;Fitness, Recreation, and Social Programs for People with Disabilities","Fitness, Recreation, and Social Programs for People with Disabilities","Address: PO Box 15549 | Toronto, ON | M1C 4Z7
Phone: 647-343-2267
Toll-free: 1-877-272-8256
Email: info@campbucko.ca
Website: http://www.campbucko.ca/
Leadership: Skye Lorimer - President | skyecampbucko@gmail.com | Patrick Hayter - Vice President | haytercampbucko@yahoo.ca
Eligibility: Children between the ages of 7-17 who have sustained a burn injury that required two weeks or more of medical treatment to heal.
How to access / refer: Apply to info@campbucko.ca
Fees: None
Languages: English
Language notes: Translation services are available upon request
Accessibility notes: Volunteers work from home
Service area: Ontario
Last verified: 2026-01-07",http://www.campbucko.ca/,647-343-2267,,info@campbucko.ca,"Fitness, Recreation, and Social Programs for People with Disabilities;English;Toronto (Rouge)","PO Box 15549 | Toronto, ON | M1C 4Z7",M1C 4Z7,Sana,opc-service-160786
Canada. Canadian Radio-television and Telecommunications Commissions - Video Relay Service,Clinics & Services;Deafness and Hearing Loss,"Telecommunication services for people who are deaf, hard of hearing or speech-impaired Canadians, American Sign Language (ASL), langue des signes Québécoise (LSQ) to use internet technology to","Description: Telecommunication services for people who are deaf, hard of hearing or speech-impaired Canadians, American Sign Language (ASL), langue des signes Québécoise (LSQ) to use internet technology to
Address: 25 Mozart Ave, Suite 303 | Montréal, QC | H2S 1B1
Intersection: Robert-Bourassa Blvd and René-Lévesque Blvd W
Toll-free: 1-800-958-5856 (English, French)
Email: support@SRVCanadaVRS.ca
Website: http://srvcanadavrs.ca/en/
Leadership: Mark Kusiak - Board Chair
Hours: Telephone: Daily 9am-6pm
Eligibility: People with hearing or speech disabilities and who use sign language * people who make telephone calls to people with hearing or speech disabilities and who use sign language
How to access / refer: Visit website
Fees: Free * International calls require that the customer have an international dialling service
Languages: English * French * American Sign Language (ASL) * Quebec Sign Language (QSL)
Language notes: French reception, programs, publications, and website
Service area: Canada
Last verified: 2025-07-15",http://srvcanadavrs.ca/en/,,,support@SRVCanadaVRS.ca,Deafness and Hearing Loss;English * French * American Sign Language (ASL) * Quebec Sign Language (QSL);Montréal,"25 Mozart Ave, Suite 303 | Montréal, QC | H2S 1B1",H2S 1B1,Sana,opc-service-177709
Canadian Abilities Foundation,Clinics & Services;Advocacy and Social Action for People with Disabilities,"Information, inspiration and opportunity for people with disabilities publish several disability-related books and publications, including Abilities, Canada's Lifestyle Magazine for People with","Description: Information, inspiration and opportunity for people with disabilities publish several disability-related books and publications, including Abilities, Canada's Lifestyle Magazine for People with
Address: 247 King St E | Cobourg, ON | K9A 1K7
Phone: 416-421-7944
Email: caroline@bcsgroup.com
Website: http://www.abilities.ca/
Leadership: Caroline Tapp-McDougall - Executive Director and Managing Editor
Eligibility: No restrictions
How to access / refer: Visit the website
Fees: None
Languages: English
Accessibility: Wheelchair Accessible
Service area: Canada
Last verified: 2026-01-27",http://www.abilities.ca/,416-421-7944,,caroline@bcsgroup.com,Advocacy and Social Action for People with Disabilities;English;Cobourg,"247 King St E | Cobourg, ON | K9A 1K7",K9A 1K7,Sana,opc-service-210242
Canadian Association for Disabled Skiing - National Capital Division,"Clinics & Services;Fitness, Recreation, and Social Programs for People with Disabilities","Fitness, Recreation, and Social Programs for People with Disabilities","Address: 1216 Bordeau Grove | Ottawa, ON | K1C 2M7
Intersection: Jeanne D'Arc Blvd S and Highway 174
Phone: 613-884-3637
Email: bouch1957@gmail.com
Website: http://www.cads-ncd.ca/
Contacts: Jeff Boucher - Volunteer Coordinator, Member of the Board
Hours: Hours vary by program, see website for details
How to access / refer: Call, e-mail or visit website for more information
Fees: Fees vary by program, call for details * Some ski areas offer discounts for skiers with a disability. In addition, members can get club discounts at Ottawa area stores and ski centres * See website for a list of participating locations
Languages: English * French
Accessibility: Wheelchair Accessible
Service area: Ottawa (City of)
Last verified: 2025-10-14",http://www.cads-ncd.ca/,613-884-3637,,bouch1957@gmail.com,"Fitness, Recreation, and Social Programs for People with Disabilities;English * French;Ottawa","1216 Bordeau Grove | Ottawa, ON | K1C 2M7",K1C 2M7,Sana,opc-service-210943
Canadian Council of the Blind,"Clinics & Services;Advocacy and Social Action for People with Disabilities;Blindness and Vision Loss;Fitness, Recreation, and Social Programs for People with Disabilities","Advocacy and Social Action for People with Disabilities · Blindness and Vision Loss · Fitness, Recreation, and Social Programs for People with Disabilities","Address: 14 Chamberlain Ave, Suite 200 | Ottawa, ON | K1S 1V9
Intersection: Bank St and Chamberlain Ave
Phone: 613-567-0311
Toll-free: 1-877-304-0968
Fax: 613-567-2728
Email: ccb@ccbnational.net
Website: http://www.ccbnational.net/
Leadership: Jim Tokos - National President
Eligibility: Adults and youth 16 years and older who are blind or visually impaired
How to access / refer: No referral required * Call
Fees: Membership fee
Languages: English * French
Language notes: French publications and website
Accessibility: Partially Accessible
Service area: Canada
Last verified: 2025-09-18",http://www.ccbnational.net/,613-567-0311,613-567-2728,ccb@ccbnational.net,"Advocacy and Social Action for People with Disabilities;Blindness and Vision Loss;Fitness, Recreation, and Social Programs for People with Disabilities;English * French;Ottawa (Glebe—Dows Lake)","14 Chamberlain Ave, Suite 200 | Ottawa, ON | K1S 1V9",K1S 1V9,Sana,opc-service-12564
Canadian Council of the Blind - Ottawa - National Office,"Clinics & Services;Advocacy and Social Action for People with Disabilities;Blindness and Vision Loss;Fitness, Recreation, and Social Programs for People with Disabilities","Advocacy and Social Action for People with Disabilities · Blindness and Vision Loss · Fitness, Recreation, and Social Programs for People with Disabilities","Address: CCB National Office | 14 Chamberlain Ave, Suite 200 | Ottawa, ON | K1S 1V9
Intersection: Bank St and Chamberlain Ave
Phone: 613-567-0311
Toll-free: 1-877-304-0968
Email: ccb@ccbnational.net
Website: http://ccbnational.net/shaggy/
Leadership: Jim Prowse - Executive Director
Hours: Mon-Fri 8:30am-4:30pm
How to access / refer: Call, e-mail or visit website for more information
Fees: Membership - $10 annually
Languages: English * French
Accessibility: Wheelchair Accessible
Accessibility notes: Fully Accessible • Para Transpo customers and others who cannot use stairs should enter through the door on the south side of the building
Service area: Ottawa (City of)
Last verified: 2026-01-06",http://ccbnational.net/shaggy/,613-567-0311,,ccb@ccbnational.net,"Advocacy and Social Action for People with Disabilities;Blindness and Vision Loss;Fitness, Recreation, and Social Programs for People with Disabilities;English * French;Ottawa","CCB National Office | 14 Chamberlain Ave, Suite 200 | Ottawa, ON | K1S 1V9",K1S 1V9,Sana,opc-service-210960
Canadian Hard of Hearing Association,Clinics & Services;Advocacy and Social Action for People with Disabilities;Deafness and Hearing Loss,"Information on hearing health * resources, education, access and public awareness about hard of hearing issues and solutions * networks, scholarships, conferences and publications","Description: Information on hearing health * resources, education, access and public awareness about hard of hearing issues and solutions * networks, scholarships, conferences and publications
Address: 75 Albert St, Suite 901 | Ottawa, ON | K1P 5E7
Intersection: Elgin St and Albert St
Phone: 613-526-1584
Toll-free: 1-800-263-8068
Fax: 613-526-4718
Email: info@chha.ca
Website: http://www.chha.ca/
Contacts: Karla Wilson - Manager, National Networks, Membership and Administration | kwilson@chha.ca
Leadership: Gilles Levasseur - President
Eligibility: Individuals with hearing loss, family and friends * healthcare professionals * educators * general public for information
How to access / refer: No referral required - visit website to download membership form
Fees: Membership fee
Languages: English
Service area: Canada
Last verified: 2025-10-21",http://www.chha.ca/,613-526-1584,613-526-4718,info@chha.ca,Advocacy and Social Action for People with Disabilities;Deafness and Hearing Loss;English;Ottawa,"75 Albert St, Suite 901 | Ottawa, ON | K1P 5E7",K1P 5E7,Sana,opc-service-35447
Canadian Hearing Services,Clinics & Services;Deafness and Hearing Loss,Deafness and Hearing Loss,"Address: 271 Spadina Rd | Toronto, ON | M5R 2V3
Intersection: Spadina Rd and Dupont St
Toll-free: 1-866-518-0000
TTY: 1-877-215-9530
Email: info@chs.ca
Website: http://www.chs.ca/
Leadership: Mark Wafer - Board Chair
Hours: Mon-Fri 9am-5pm
Eligibility: People with hearing loss * organizations * general public
How to access / refer: Call or email to book an appointment * no referral required
Fees: Support services are free * set fees for devices and sign language interpreting services
Languages: English * French * American Sign Language (ASL) * Langue des signes québécoise (LSQ)
Language notes: French programs offered * French publications and website
Accessibility: Wheelchair Accessible
Service area: Canada
Last verified: 2026-05-07",http://www.chs.ca/,,,info@chs.ca,Deafness and Hearing Loss;English * French * American Sign Language (ASL) * Langue des signes québécoise (LSQ);Toronto (Old Toronto),"271 Spadina Rd | Toronto, ON | M5R 2V3",M5R 2V3,Sana,opc-service-144230
Canadian Home Care Association,Clinics & Services;Advocacy and Social Action for People with Disabilities;Advocacy and Social Action for Seniors,Advocacy and Social Action for People with Disabilities · Advocacy and Social Action for Seniors,"Address: 2000 Argentia Rd, Plaza 3, Suite 302 | Mississauga, ON | L5N 1W1
Intersection: Mississauga Rd and Argentia Rd
Phone: 905-567-7373
Email: chca@cdnhomecare.ca
Website: http://www.cdnhomecare.ca/
Leadership: Fiona Deller - Chief Executive Officer
Eligibility: Organizations involved in home care
How to access / refer: Visit website
Fees: Membership fees for organizations
Languages: English * French
Language notes: French publications and website
Service area: Canada
Last verified: 2025-11-24",http://www.cdnhomecare.ca/,905-567-7373,,chca@cdnhomecare.ca,Advocacy and Social Action for People with Disabilities;Advocacy and Social Action for Seniors;English * French;Mississauga,"2000 Argentia Rd, Plaza 3, Suite 302 | Mississauga, ON | L5N 1W1",L5N 1W1,Sana,opc-service-171572
"Centre for ADHD Awareness, Canada",Clinics & Services;Advocacy and Social Action for People with Disabilities,"Provide resources to help individuals and families manage ADHD * helps with the assessment, diagnosis, and treatment of ADHD","Description: Provide resources to help individuals and families manage ADHD * helps with the assessment, diagnosis, and treatment of ADHD
Address: 366 Adelaide St E, suite 221 | Toronto, ON | M5A 3X9
Intersection: Shelbourne St and Adelaide St E
Phone: 416-637-8584
Toll-free: 1-800-807-0090
Email: info@caddac.ca
Website: http://caddac.ca/
Leadership: Audrey Gavin - Board Chair
Eligibility: People with ADHD and their families
How to access / refer: Visit website for more information
Languages: English * French
Language notes: French website
Accessibility: Wheelchair Accessible
Service area: Canada
Last verified: 2025-09-26",http://caddac.ca/,416-637-8584,,info@caddac.ca,Advocacy and Social Action for People with Disabilities;English * French;Toronto (Moss Park),"366 Adelaide St E, suite 221 | Toronto, ON | M5A 3X9",M5A 3X9,Sana,opc-service-196776
CHEO - Neurodevelopmental Health,Clinics & Services;Autism Support Groups and Organizations,"Services for children with complex needs, and links to information about the Ontario Autism Program (OAP) including Foundational Family Services, Urgent Response Services, Caregiver Mediated Early","Description: Services for children with complex needs, and links to information about the Ontario Autism Program (OAP) including Foundational Family Services, Urgent Response Services, Caregiver Mediated Early
Address: Administration Office | 831 Industrial Avenue | Ottawa, ON | K1G 4L3
Intersection: Industrial Ave and St Laurent Blvd
Phone: Neurodevelopmental Health Centralized Intake 613-737-7600 ext 7770
Email: neurodevelopmentalhealth@cheo.on.ca
Website: http://www.cheo.on.ca/en/clinics-services-programs/autism-services.aspx
Eligibility: Children or youth 17 years and under with Neurodevelopmental Needs | Children must live within the Eastern catchment area of Ontario, which includes Ottawa and the counties of Renfrew, Stormont, Dundas, Glengary, and Prescott-Russell
How to access / refer: Getting Diagnosed CHEO’s Diagnostic Assessment Team provides diagnosis and assessment services for children and youth with skill development challenges * If you are seeking Diagnostic Services visit: https://www.cheo.on.ca/en/clinics-services-programs/diagnostic-assessment-services.aspx
Fees: None
Languages: English * French
Language notes: French programs offered * French website * Interpretation services available in other languages
Accessibility: Wheelchair Accessible
Service area: Ottawa, Prescott and Russell, Renfrew, and Stormont, Dundas and Glengarry
Last verified: 2026-02-27",http://www.cheo.on.ca/en/clinics-services-programs/autism-services.aspx,Neurodevelopmental Health Centralized Intake 613-737-7600 ext 7770,,neurodevelopmentalhealth@cheo.on.ca,Autism Support Groups and Organizations;English * French;Ottawa,"Administration Office | 831 Industrial Avenue | Ottawa, ON | K1G 4L3",K1G 4L3,Sana,opc-service-211243
CNIB Deafblind Community Services - Ottawa Office,Clinics & Services;Blindness and Vision Loss,"Intervenor services for adults who are Deafblind * provide the person who is Deafblind with accurate information in an appropriate manner to enable them to make choices, plan future actions,","Description: Intervenor services for adults who are Deafblind * provide the person who is Deafblind with accurate information in an appropriate manner to enable them to make choices, plan future actions,
Address: 1355 Bank St, Suite 102 | Ottawa, ON | K1H 8K7
Intersection: Bank St and Riverside St
Phone: 613-563-4021 ext 5016
TTY: Emergency intervenor service 1-855-862-5999
Fax: 613-563-1898
Email: jessica.white@deafblindservices.ca
Website: http://deafblindservices.ca/
Contacts: Jessica White - Manager, Service & Operations
Hours: Mon-Fri 8:30am-4:30pm * emergency intervenor service Mon-Sun 24 hours
After hours: Emergency intervenor service 1-855-862-6001
Eligibility: Individuals 18 years and older who are Deafblind * Deafblindess is a combined loss of hearing and vision to such an extent that neither the hearing nor vision can be used as a means of accessing information to participate and be included in the community
How to access / refer: Call or send an email for more information
Fees: None
Languages: English * American Sign Language (ASL)
Accessibility: Wheelchair Accessible
Service area: Ottawa
Last verified: 2026-04-02",http://deafblindservices.ca/,613-563-4021 ext 5016,613-563-1898,jessica.white@deafblindservices.ca,Blindness and Vision Loss;English * American Sign Language (ASL);Ottawa,"1355 Bank St, Suite 102 | Ottawa, ON | K1H 8K7",K1H 8K7,Sana,opc-service-211322
CNIB Ottawa Community Hub - Eastern Ontario Regional Office,Clinics & Services;Blindness and Vision Loss;Life Skills for People with Disabilities,"Supports for people living with vision loss * research, public education, and vision health services","Description: Supports for people living with vision loss * research, public education, and vision health services
Address: Lansdowne Park | 425 Marché Way, Unit 104 | Ottawa, ON | K1S 5J3
Intersection: Princess Patricia Way and Queen Elizabeth Dr
Phone: 613-563-4021
Toll-free: 1-800-563-2642
Email: info@cnib.ca
Website: http://www.cnib.ca/
Hours: Mon-Fri 8:30am-4:30pm
Eligibility: Residents of Eastern Ontario of all ages living with vision loss and Deaf-blind adults | Phone it Forward Program: Canadian residents living with sight loss and registered with the CNIB Foundation
How to access / refer: Call or visit website for more information | Phone it Forward Program: To get a smartphone, call 1-833-554-5020 * to donate a phone, visit phoneitforward.ca for more information
Fees: Fees associated with assessments done by the Regional Assessment Centre for the Assistive Devices Program (ADP) * fees for service for worksite assessments, school based assessments and treatment or other requests for private businesses
Languages: English * French * American Sign Language (ASL)
Accessibility: Wheelchair Accessible
Service area: Eastern Ontario
Last verified: 2026-03-31",http://www.cnib.ca/,613-563-4021,,info@cnib.ca,Blindness and Vision Loss;Life Skills for People with Disabilities;English * French * American Sign Language (ASL);Ottawa,"Lansdowne Park | 425 Marché Way, Unit 104 | Ottawa, ON | K1S 5J3",K1S 5J3,Sana,opc-service-209393
Coalition of Community Health and Resource Centres of Ottawa,Clinics & Services;Advocacy and Social Action for People with Disabilities;Advocacy and Social Action for Seniors,"Network of multi-service, community-based health and resource centres. * Recognizes the importance of responding to the diversity of needs within local communities and pays particular attention to","Description: Network of multi-service, community-based health and resource centres. * Recognizes the importance of responding to the diversity of needs within local communities and pays particular attention to
Address: Ottawa, ON
Website: http://www.coalitionottawa.ca/
Leadership: Andrea Poncia - Coalition Coordinator | Somerset West Ottawa Community Health Centre | aponcia@swchc.on.ca
Hours: There are no office hours * check the website for the local Community Health and Resource Centre's (CHRC) hours
Eligibility: Varies according to programs, services needed
How to access / refer: To find which Community Health and Resource Centre serves a specific area, click here . | Use the Contact Us form on the website to reach the Coalition directly
Fees: Some services may have fees, check with the local CHRC for details * None for most programs and services have no fees, check with the local CHRC for details
Languages: English * French
Language notes: Check with your local CHRC for availability
Accessibility: Wheelchair Accessible
Service area: Ottawa
Last verified: 2026-01-30",http://www.coalitionottawa.ca/,,,,Advocacy and Social Action for People with Disabilities;Advocacy and Social Action for Seniors;English * French;Ottawa,"Ottawa, ON",,Sana,opc-service-211330
Community Living Ontario,Clinics & Services;Advocacy and Social Action for People with Disabilities,"Provides support, resources, information, education, awareness and advocacy for individuals with an intellectual disability","Description: Provides support, resources, information, education, awareness and advocacy for individuals with an intellectual disability
Address: 1 Valleybrook Dr, unit 201 | Toronto, ON | M3B 2S7
Intersection: Valleybrook Dr and Duncan Mill Rd
Phone: 416-447-4348
Email: info@communitylivingontario.ca
Website: http://www.communitylivingontario.ca/
Leadership: Keira Lum - President
Hours: Mon-Fri 8:30am-4:30pm
How to access / refer: No referral required * call
Fees: None * membership available to professionals
Languages: English
Accessibility: Wheelchair Accessible
Service area: Ontario
Last verified: 2026-03-02",http://www.communitylivingontario.ca/,416-447-4348,,info@communitylivingontario.ca,Advocacy and Social Action for People with Disabilities;English;Toronto (North York),"1 Valleybrook Dr, unit 201 | Toronto, ON | M3B 2S7",M3B 2S7,Sana,opc-service-35433
Community Networks of Specialized Care,Clinics & Services;Advocacy and Social Action for People with Disabilities,"Networks of specialized care established by the Ministry of Children, Community and Social Services * agencies coordinate a variety of sectors including developmental services, health, research,","Description: Networks of specialized care established by the Ministry of Children, Community and Social Services * agencies coordinate a variety of sectors including developmental services, health, research,
Website: http://www.community-networks.ca/
Eligibility: Specialized services and professionals who treat and support adults with high support and complex needs
How to access / refer: Determined through a local Development Services Ontario (DSO)
Languages: English * French
Language notes: French reception, publications and website
Service area: Ontario
Last verified: 2026-07-28",http://www.community-networks.ca/,,,,Advocacy and Social Action for People with Disabilities;English * French,,,Sana,opc-service-146301
Conseil des écoles catholiques du Centre-Est - Ottawa - Labelle St - Service du soutien à l'apprentissage - Enfance en difficulté,Clinics & Services;Autism Support Groups and Organizations;Children and Youth with Disabilities,"Early detection for children who require special programs * continuous evaluation * offered by a multidisciplinary team of speech therapists, social workers, psychologists and educational advisers","Description: Early detection for children who require special programs * continuous evaluation * offered by a multidisciplinary team of speech therapists, social workers, psychologists and educational advisers
Address: Centre éducatif | 4000 Labelle St | Ottawa, ON | K1J 1A1
Intersection: Michael St and St Laurent Blvd
Phone: 613-744-2555
Toll-free: 1-888-230-5131
Fax: 613 746-3081
Website: http://www.ecolecatholique.ca/
Leadership: Marc Bertrand - Director of Education and Secretary-Treasurer
Hours: Mon-Fri 8am-5pm
Eligibility: French-speaking children between 3-21 years of age within the school board's jurisdiction who require special programs because they are autistic, have a physical, developmental or learning disability or a behavioural disorder
How to access / refer: Call to request an application package or visit the website
Fees: None
Languages: French
Accessibility: Wheelchair Accessible
Service area: Lanark County ; Prince Edward County ; Renfrew County ; Frontenac County ; Hastings County ; South Algonquin ; Lennox and Addington County ; Leeds and Grenville United Counties ; Ottawa (City of)
Last verified: 2025-10-29",http://www.ecolecatholique.ca/,613-744-2555,613 746-3081,,Autism Support Groups and Organizations;Children and Youth with Disabilities;French;Ottawa,"Centre éducatif | 4000 Labelle St | Ottawa, ON | K1J 1A1",K1J 1A1,Sana,opc-service-211461
"Conseil des écoles publiques de l'Est de l'Ontario - Services éducatifs, volet des élèves ayant des besoins particuliers",Clinics & Services;Autism Support Groups and Organizations;Children and Youth with Disabilities;Deafness and Hearing Loss;Learning Disabilities,School programs and services for children experiencing difficulty,"Description: School programs and services for children experiencing difficulty
Address: 2445 St Laurent Blvd | Ottawa, ON | K1G 6C3
Intersection: Conroy Rd and Walkley Rd
Phone: 613-742-8960
Toll-free: 1-888-332-3736
Email: info@cepeo.on.ca
Website: http://www.cepeo.on.ca/
Contacts: Julie Marcil - Senior Manager, management and education office | julie.marcil@cepeo.on.ca
Leadership: Christian-Charle Bouchard - Director of Education and secretary-treasurer | christian-charle.bouchard@cepeo.on.ca
Hours: Mon-Fri 8am-4pm, Sep-Jun
Eligibility: Students in difficulty, between the ages of 4 and 21, can present one of the following four anomalies: | * behavioural disorders (emotional disorder or social maladjustment) | * communication problems (autism, hearing impairment, speech or language disorders and learning disabilities) | * intellectual (gifted children, mild or moderate intellectual disability) | * physical disabilities (physical or visual)
How to access / refer: The identification, placement and review committee determines the child's needs in order to make a proper placement
Fees: None
Languages: French
Language notes: Reception, programs, publications, and website available in French
Accessibility: Wheelchair Accessible
Service area: Eastern Ontario
Last verified: 2026-06-05",http://www.cepeo.on.ca/,613-742-8960,,info@cepeo.on.ca,Autism Support Groups and Organizations;Children and Youth with Disabilities;Deafness and Hearing Loss;Learning Disabilities;French;Ottawa,"2445 St Laurent Blvd | Ottawa, ON | K1G 6C3",K1G 6C3,Sana,opc-service-211463
CORE Learning Centre (The),Clinics & Services;Autism Assessments and Clinical Services,"Individualized programs, therapist teams * Services are centered on providing an inclusive and compassionate environment for all clients","Description: Individualized programs, therapist teams * Services are centered on providing an inclusive and compassionate environment for all clients
Address: 200 Katimavik Rd, Units 2 and 3 | Ottawa, ON | K2L 4A2
Intersection: Katimavik Rd and Davis Ave
Phone: 613-601-5102
Email: admin@corelearningcentre.com
Website: http://www.corelearningcentre.com/
Leadership: Biff Heringer - Owner | biff@corelearningcentre.com
Hours: Mon-Fri 8 am-5 pm
How to access / refer: Contact the programme
Fees: Set fees
Languages: English * French
Language notes: French programs offered
Service area: Ottawa (City of)
Last verified: 2026-04-06",http://www.corelearningcentre.com/,613-601-5102,,admin@corelearningcentre.com,Autism Assessments and Clinical Services;English * French;Ottawa,"200 Katimavik Rd, Units 2 and 3 | Ottawa, ON | K2L 4A2",K2L 4A2,Sana,opc-service-201805
Deaf Services Canada,"Clinics & Services;Deafness and Hearing Loss;Fitness, Recreation, and Social Programs for People with Disabilities;Translation and Interpretation Services","Deafness and Hearing Loss · Fitness, Recreation, and Social Programs for People with Disabilities · Translation and Interpretation Services","Address: 60 St Clair Ave E, Suite 400 | Toronto, ON | M4T 1N5
Intersection: Yonge St and St Clair Ave E
Phone: 416-463-1104
TTY: 416-463-3928
Fax: 416-778-1876
Email: deafservices@deafservices.ca
Website: http://www.deafservices.ca/
Leadership: Kelly MacKenzie - Executive Director | 416-463-1104 ext 203 * k.mackenzie@deafservices.ca
Hours: Mon-Fri 9am-4pm
Eligibility: Deaf or hard of hearing people and their families, ASL environment * residency Requirements: Open to all
How to access / refer: Call or visit
Languages: English * American Sign Language (ASL), other signed languages
Accessibility: Partially Accessible
Accessibility notes: Accessible in ASL, building partially accessible
Service area: Ontario
Last verified: 2026-06-04",http://www.deafservices.ca/,416-463-1104,416-778-1876,deafservices@deafservices.ca,"Deafness and Hearing Loss;Fitness, Recreation, and Social Programs for People with Disabilities;Translation and Interpretation Services;English * American Sign Language (ASL), other signed languages;Toronto (Rosedale-Moore Park)","60 St Clair Ave E, Suite 400 | Toronto, ON | M4T 1N5",M4T 1N5,Sana,opc-service-176915
Deafblind Ontario Services,Clinics & Services;Blindness and Vision Loss;Deafness and Hearing Loss,Blindness and Vision Loss · Deafness and Hearing Loss,"Address: 17665 Leslie St, Unit 15 | Newmarket, ON | L3Y 3E3
Intersection: Leslie St and Davis Dr
Phone: 905-853-2862
Toll-free: 1-855-340-3267 (1-855-340-DBOS)
Email: info@deafblindontario.com
Website: http://deafblindontario.com/
Leadership: Lise Gagnon - Board Chair
Eligibility: People who are deaf-blind, deaf, hard of hearing, or have an intellectual disability
How to access / refer: Call, visit website or email
Languages: English * French
Language notes: French programs offered * French publications and website
Accessibility: Wheelchair Accessible
Service area: Ontario
Last verified: 2026-07-28",http://deafblindontario.com/,905-853-2862,,info@deafblindontario.com,Blindness and Vision Loss;Deafness and Hearing Loss;English * French;Newmarket,"17665 Leslie St, Unit 15 | Newmarket, ON | L3Y 3E3",L3Y 3E3,Sana,opc-service-130482
Developmental Services Ontario,Clinics & Services;Community Living Services,Nine regional agencies helps adults with developmental disabilities find community supports and services,"Description: Nine regional agencies helps adults with developmental disabilities find community supports and services
Website: http://www.dsontario.ca/
Hours: Mon-Fri 8:30am-5pm
Eligibility: Adults age 18 and older with documentation confirming age, proof of residency in Ontario and proof of a developmental disability (psychological assessment) * applicants are screened against a cognitive, adaptive and age-of-onset criteria
How to access / refer: Call or visit the local Developmental Services Ontario agency | Online application information and form
Fees: None
Languages: English * French
Language notes: French programs offered * French publications and website
Service area: Ontario
Last verified: 2026-01-14",http://www.dsontario.ca/,,,,Community Living Services;English * French,,,Sana,opc-service-171997
Disability Advocacy Network of Eastern Ontario,Clinics & Services;Advocacy and Social Action for People with Disabilities,Advocacy and Social Action for People with Disabilities,"Address: Ottawa, ON
Email: daneo.raipheo.ca@gmail.com
Website: http://daneo-raipheo.ca/
Leadership: Josée Varin - Self Advocate and Member of Personnes d’abord d’Ottawa
Hours: There are no office hours
Eligibility: Membership: advocacy groups * Events, information, services and supports: individuals with a disability and their families
How to access / refer: See website for more information
Fees: Unknown
Languages: English
Service area: Eastern Ontario
Last verified: 2025-10-14",http://daneo-raipheo.ca/,,,daneo.raipheo.ca@gmail.com,Advocacy and Social Action for People with Disabilities;English;Ottawa,"Ottawa, ON",,Sana,opc-service-210333
DisAbled Women's Network Canada,Clinics & Services;Advocacy and Social Action for People with Disabilities,Advocacy and Social Action for People with Disabilities,"Address: 469 Jean Talon St W, Suite 215 | Montreal, QC | H3N 1R4
Intersection: Jean Talon St and Querbes Ave
Website: http://dawncanada.net/
Leadership: Bonnie Brayton - Chief Executive Officer | admin@dawncanada.net
Eligibility: Organization aims to serve women and gender divers individuals that are deaf or with disabilities
How to access / refer: Call or visit website
Languages: English * French * American Sign Language (ASL) * Quebec Sign Language
Language notes: French programs offered * French publications and website
Service area: Canada
Last verified: 2026-04-20",http://dawncanada.net/,,,,Advocacy and Social Action for People with Disabilities;English * French * American Sign Language (ASL) * Quebec Sign Language;Montréal,"469 Jean Talon St W, Suite 215 | Montreal, QC | H3N 1R4",H3N 1R4,Sana,opc-service-171779
